waveform	[0]	[1]
t0	31/12/1903  20:00:00	31/12/1903  20:00:00
delta t	0.010000	0.010000

time	Y[0]	Y[1]
31/12/1903  20:00:09	1.879880E+1	4.699700E+0
31/12/1903  20:00:09	1.881882E+1	4.704705E+0
31/12/1903  20:00:09	1.883884E+1	4.709710E+0
31/12/1903  20:00:09	1.885886E+1	4.714715E+0
31/12/1903  20:00:09	1.887888E+1	4.719720E+0
31/12/1903  20:00:09	1.889890E+1	4.724725E+0
31/12/1903  20:00:09	1.891892E+1	4.729730E+0
31/12/1903  20:00:09	1.893894E+1	4.734735E+0
31/12/1903  20:00:09	1.895896E+1	4.739740E+0
31/12/1903  20:00:09	1.897898E+1	4.744745E+0
31/12/1903  20:00:09	1.899900E+1	4.749750E+0
31/12/1903  20:00:09	1.901902E+1	4.754755E+0
31/12/1903  20:00:09	1.903904E+1	4.759760E+0
31/12/1903  20:00:09	1.905906E+1	4.764765E+0
31/12/1903  20:00:09	1.907908E+1	4.769770E+0
31/12/1903  20:00:09	1.909910E+1	4.774775E+0
31/12/1903  20:00:09	1.911912E+1	4.779780E+0
31/12/1903  20:00:09	1.913914E+1	4.784785E+0
31/12/1903  20:00:09	1.915916E+1	4.789790E+0
31/12/1903  20:00:09	1.917918E+1	4.794795E+0
31/12/1903  20:00:09	1.919920E+1	4.799800E+0
31/12/1903  20:00:09	1.921922E+1	4.804805E+0
31/12/1903  20:00:09	1.923924E+1	4.809810E+0
31/12/1903  20:00:09	1.925926E+1	4.814815E+0
31/12/1903  20:00:09	1.927928E+1	4.819820E+0
31/12/1903  20:00:09	1.929930E+1	4.824825E+0
31/12/1903  20:00:09	1.931932E+1	4.829830E+0
31/12/1903  20:00:09	1.933934E+1	4.834835E+0
31/12/1903  20:00:09	1.935936E+1	4.839840E+0
31/12/1903  20:00:09	1.937938E+1	4.844845E+0
31/12/1903  20:00:09	1.939940E+1	4.849850E+0
31/12/1903  20:00:09	1.941942E+1	4.854855E+0
31/12/1903  20:00:09	1.943944E+1	4.859860E+0
31/12/1903  20:00:09	1.945946E+1	4.864865E+0
31/12/1903  20:00:09	1.947948E+1	4.869870E+0
31/12/1903  20:00:09	1.949950E+1	4.874875E+0
31/12/1903  20:00:09	1.951952E+1	4.879880E+0
31/12/1903  20:00:09	1.953954E+1	4.884885E+0
31/12/1903  20:00:09	1.955956E+1	4.889890E+0
31/12/1903  20:00:09	1.957958E+1	4.894895E+0
31/12/1903  20:00:09	1.959960E+1	4.899900E+0
31/12/1903  20:00:09	1.961962E+1	4.904905E+0
31/12/1903  20:00:09	1.963964E+1	4.909910E+0
31/12/1903  20:00:09	1.965966E+1	4.914915E+0
31/12/1903  20:00:09	1.967968E+1	4.919920E+0
31/12/1903  20:00:09	1.969970E+1	4.924925E+0
31/12/1903  20:00:09	1.971972E+1	4.929930E+0
31/12/1903  20:00:09	1.973974E+1	4.934935E+0
31/12/1903  20:00:09	1.975976E+1	4.939940E+0
31/12/1903  20:00:09	1.977978E+1	4.944945E+0
31/12/1903  20:00:09	1.979980E+1	4.949950E+0
31/12/1903  20:00:09	1.981982E+1	4.954955E+0
31/12/1903  20:00:09	1.983984E+1	4.959960E+0
31/12/1903  20:00:09	1.985986E+1	4.964965E+0
31/12/1903  20:00:09	1.987988E+1	4.969970E+0
31/12/1903  20:00:09	1.989990E+1	4.974975E+0
31/12/1903  20:00:09	1.991992E+1	4.979980E+0
31/12/1903  20:00:09	1.993994E+1	4.984985E+0
31/12/1903  20:00:09	1.995996E+1	4.989990E+0
31/12/1903  20:00:09	1.997998E+1	4.994995E+0
31/12/1903  20:00:09	2.000000E+1	5.000000E+0
